Guten Tag, Ich habe eine Frage bezüglich der Dusche. Das Wasser kann sehr heiss eingestellt werden und ich finde das sehr gefährlich. Ist es möglich, die maximale Temperatur herunter zu setzen? Vielen Dank und liebe Grüsse;Petra
Hallo, beim Wasserhahn in der Küche tropft Wasser hinaus. Ich wäre froh, wenn Sie dies reparieren lassen könnten. Vielen Dank und freundliche Grüsse;Petra
Guten Tag, unser Dach scheint nicht dicht zu sein. Es tropft in die Wohnung, wenn es fest regnet. Bitte schauen sie mal nach. So lange dies nicht repariert ist, würde ich gerne weniger Miete bezahlen. Danke;Petra
Guten Abend, meine Badewanne ist leider übergelaufen und nun tropft es beim Nachbar unter von der Decke. Können Sie mir einen Rat geben? Vielen Dank und freundliche Grüsse;Petra
Hallo, der Abfluss beim Lavabo in der Küche ist verstopft. Das Wasser läuft nicht mehr ab. Ich wäre froh, wenn Sie jemanden vorbei schicken könnten, der das repariert. Danke. Freundliche Grüsse;Petra
Guten Tag, in meinem Badezimmer stinkt es seit ein paar Tagen. Ich habe das Gefühl, dass irgendetwas verstopft ist. Vielen Dank im Voraus für Ihre Hilfe. Freundliche Grüsse;Petra
Guten Tag, Der Wasserhahn in meinem Bad hört nicht mehr auf zu tropfen. Haben Sie einen Tipp? Danke und herzliche Grüsse;Petra
Guten Morgen, aus dem Wasserhahn in meinem Badezimmer kommt nur noch kaltes Wasser. Bis vor kurzem kam das warme Wasser noch ganz normal. Ich bitte Sie, dies reparieren zu lassen.;Petra
Guten Tag, in meinem Badezimmer ist der Abfluss im Lavabo verstopft. Das Wasser fliesst nicht mehr ab. Können Sie jemanden vorbei schicken? Danke;Petra
Hallo die Waschmaschine im Keller funktioniert nicht mehr. Sie geht zwar noch an, aber sie fängt nicht mehr an zu waschen. Ich bitte Sie, dies reparieren zu lassen. Vielen Dank und freundliche Grüsse;Petra
Liebe Verwaltung, die Waschmaschine in unserer Wohnung hat gerünnt und nun ist unser Reduit voller Wasser. Es ist nun wieder alles sauber aber wir wären froh, wenn Sie die Waschmaschine reparieren lassen könnten. Gruss;Petra
Guten Tag, unser Keller ist unter Wasser, ich bitte Sie, jemanden vorbei zu schicken. Ist es möglich in dieser Zeit weniger Miete zu bezahlen? Vielen Dank.;Petra
Hallo, wir haben in der Dusche kein warmes Wasser mehr. Haben Sie einen Tipp, was wir zuerst untersuchen könnten? Zudem habe ich eine Frage zu den Nebenkosten, könnten Sie mich bitte zurückrufen. Freundliche Grüsse;Petra
Guten Tag, Die Spülung in unserem WC funktionert nicht mehr. Wir wären froh, wenn Sie dies reparieren könnten. Vielen Dank.;Petra
Guten Tag, In unserer Küche kommt nur noch kaltes Wasser. Wir wären froh, wenn Sie dies baldmöglichst untersuchen könnten. Danke und Gruss;Petra
Hallo, Das Lavabo in unserem Bad ist verstopft und das Wasser läuft nicht mehr ab. Bitte lassen Sie dies reparieren. Vielen Dank.;Petra
Guten Tag, unsere Waschmaschine funktionert nicht mehr. Sie lässt sich zwar anschalten, aber sie reagiert danach nicht auf die Knöpfe. Haben Sie einen Tipp? Freundliche Grüsse;Petra
Hallo, ich wollte nur kurz mitteilen, dass wir in unserer Badewanne nun wieder warmes Wasser haben. Vielen Dank für die rasche Reparatur.;Petra
Guten Tag, ist es möglich beim Lavabo in der Küche mehr Druck zu haben. Das Wasser fliesst sehr langsam raus. Vielen Dank im Voraus und freundliche Grüsse;Petra
Hallo, der Wasserhahn in unserem Keller funktioniert nicht mehr. Wir wären froh, wenn sie dies reparieren könnten. Gruss;Petra
Hallo, das Lavabo in der Waschküche ist verstopft. Ist es möglich, dies zu reparieren? Übrigens: Der Parkplatz ist jetzt jeweils frei, dies scheint geklappt zu haben. Vielen Dank;Petra
Guten Tag, im Bad haben wir nun wieder warmes Wasser. Vielen Dank für die Reparatur. Freundliche Grüsse;Petra
Hallo, in der Waschküche ist das Wasser übergelaufen. Wir bitten Sie, dies schnellstmöglich reparieren zu lassen. Danke und Gruss;Petra
Guten Tag, wir haben in der ganzen Wohnung kein warmes Wasser mehr. Können Sie bitte schauen? Danke;Petra
Hallo, das Wasser in unserer Dusche kann extrem heiss eingestellt werden. Ist es möglich die maximale Temperatur hinunter zu stellen?;Petra
Hallo, Ich habe Interesse an einer 4.5-Zimmerwohnung. Können Sie mir sagen, ob bald eine frei wird? Herzliche Güsse;Daniel
Guten Tag, ist die 2.5-Zimmerwohnung an der Dufourstrasse noch frei? Wenn ja, könnte ich diese besichtigen kommen? Vielen Dank und herzliche Grüsse;Daniel
Guten Tag, meine Partnerin und ich haben Interesse an der 3.5-Zimmerwohnung an der Hauptstrasse 5. Ist diese noch frei? Freundliche Grüsse;Daniel
Guten Tag, ich habe Interesse an der 1.5-Zimmerwohnung an der Mittelstrasse. Falls diese noch frei ist, würde ich mich freuen, diese zu besichtigen. Vielen Dank im Voraus und freundliche Grüsse;Daniel
Hallo, wir haben Interesse an der Überbauung TipTop und wollten fragen, ob Sie uns weitere Informationen senden könnten. Vielen Dank und freundliche Grüsse;Daniel
Guten Tag, ist die 4.5-Zimmerwohnung an der Nebenstrasse 116 noch frei? Wenn ja, würden wir diese gerne besichtigen kommen. Vielen Dank und liebe Grüsse;Daniel
Guten Tag, wie am Telefon besprochen, sende ich Ihnen im Anhang meine Bewerbung für die 2.5-Zimmerwohnung an der Parkstrasse 71. Ich freue mich, von Ihnen zu hören. Freundliche Grüsse;Daniel
Hallo, gerne sende ich Ihnen meine Bewerbung für die 1.5-Zimmerwohnung an der Dorfstrasse 8. Ich möchte mich auch für einen Parkplatz bewerben, wie soll ich da vorgehen? Vielen Dank und herzliche Grüsse;Daniel
Guten Tag, super das freut uns sehr. Wir freuen uns auf den Mietvertrag. Freundliche Grüsse;Daniel
Guten Tag, ich habe Ihnen den unterschriebenen Mietvertrag zurück gesendet. Grüsse;Daniel
Guten Tag, vielen Dank für den Mietvertrag. Wir werden ihn schnellstmöglich unterschreiben und zurücksenden. Ich habe zusätzlich Interesse an einem Parkplatz und werde mich nächste Woche telefonisch bei Ihnen melden. Freundliche Grüsse;Daniel
Guten Tag, ich habe Interesse an der 2.5-Zimmerwohnung an der Bernstrasse und wollte fragen, ob Haustiere erlaubt sind, da ich einen Hund habe. Vielen Dank im Voraus für die Info. Herzliche Grüsse;Daniel
Hallo, wir haben uns für eine andere Wohnung entschieden und werden den Mietvertrag somit nicht unterschreiben. Ich entschuldige mich für die Umstände. Freundliche Grüsse;Daniel
Hallo, ich wollte mich kurz informieren, ob an der Zürichstrasse auch eine 4.5-Zimmerwohnung frei ist, da uns die 3.5-Zimmerwohnung etwas zu klein wäre. Vielen Dank und freundliche Grüsse;Daniel
Guten Tag, ich wollte nur kurz fragen, wann Sie uns den Mietvertrag senden werden. Vielen Dank und freundliche Grüsse;Daniel
Hallo, ich würde mich freuen, weitere Informationen zur Überbauung SuperTop zu erhalten. Vielen Dank und freundliche Grüsse;Daniel
Guten Tag, ich würde gerne die 3.5-Zimmerwohnung an der Baselstrasse besichtigen kommen. Wann sind die offiziellen Besichtigungstermine? Vielen Dank und freundliche Grüsse;Daniel
Hallo, ich ziehe hiermit meine Bewerbung für die 2.5-Zimmerwohnung an der Genfstrasse zurück. Vielen Dank;Daniel
Guten Tag, ist es möglich, die Schlüssel für die 3-Zimmerwohnung an der Bielstrasse 1 Woche früher zu erhalten? Danke und Grüsse;Daniel
Guten Tag, wir ziehen bald in die 4.5-Zimmerwohnung an der Luzernstrasse und wollten fragen, ob wir den Transporter einfach vor dem Haupteingang abstellen dürfen? Vielen Dank und freundliche Grüsse;Daniel
Guten Tag, ist die 3.5-Zimmerwohnung an der Tessinstrasse noch frei? Freundliche Grüsse;Daniel
Guten Tag, wir würden gerne die 4.5-Zimmerwohnung an der Genfstrasse besichtigen kommen. Wann würde es Ihnen passen? Freundliche Grüsse;Daniel
Hallo, wir haben Ihnen den unterschriebenen Mietvertrag per Post zurück gesendet. Freundliche Grüsse;Daniel
Guten Tag, ist es auch möglich einen Monat später in die 3.5-Zimmerwohnung einzuziehen? Vielen Dank und Freundliche Grüsse;Daniel
Guten Tag, hat die 4.5-Zimmerwohnung an der Oltenstrasse einen Balkon? Danke und Grüsse;Daniel
Mein Parkplatz ist schon wieder besetzt, können Sie nun bitte mal schauen…;Alexander
Guten Tag, welche Parkplätze sind eigentlich als Besucherparkplätze geplant? Vielen Dank für die Info. Freundliche Grüsse;Alexander
Guten Tag, ich würde nun doch gerne einen Parkplatz mieten. Vielen Dank und Freundliche Grüsse;Alexander
Hallo, ich habe mein Auto verkauft und brauche somit keinen Parkplatz mehr. Wie soll ich vorgehen. Vielen Dank und Freundliche Grüsse;Alexander
Guten Tag, gibt es noch freie Einstellhallenplätze? Wenn ja, würde ich gerne einen mieten. Freundliche Grüsse;Alexander
Hallo, wie hoch ist die Miete für einen Einstellhallenplatz? Vielen Dank und Freundliche Grüsse;Alexander
Guten Tag, könnte ich einen anderen Einstellhallenplatz haben, mein Auto ist etwas zu lang? Freundliche Grüsse;Alexander
Hallo, mein Parkplatz ist häufig besetzt. Bitte stellen Sie sicher, dass er immer frei ist. Vielen Dank und Freundliche Grüsse;Alexander
Guten Tag, die Besucherparkplätze sind fast immer alle besetzt. Könnten Sie dies bitte einmal untersuchen. Danke und Freundliche Grüsse;Alexander
Hallo, ich würde gerne meinen Parkplatz kündigen. Freundliche Grüsse;Alexander
Hallo, ich würde gerne einen Parkplatz mieten, gibt es noch freie Parkplätze? Wie hoch ist zudem die Miete? Vielen Dank und Freundliche Grüsse;Alexander
Guten Tag, ich gesehen, dass es noch freie Parkplätze hat. Wie hoch ist die Miete? Freundliche Grüsse;Alexander
Guten Tag, ich würde gerne meinen Einstellhallenplatz kündigen. Wie muss ich da vorgehen? Vielen Dank und Freundliche Grüsse;Alexander
Guten Tag, auf dem Spielplatz ist die Schaukel kaputt. Bitte reparieren sie das. Ich nehme an, dies ist Teil der Nebenkosten. Vielen Dank und Freundliche Grüsse;Alexander
Hallo, ist es möglich, auf dem Spielplatz einen Sandkasten aufzustellen? Viele Familien würden dies begrüssen. Freundliche Grüsse;Alexander
Guten Tag, auf dem Spielplatz liegt sehr viel Laub, ist es möglich dieses zu entfernen? Übrigens funktioniert der Wasserhahn im Garten nicht. Freundliche Grüsse;Alexander
Guten Tag, ist der Spielplatz eigentlich nur für die Bewohner zugänglich oder ist dieser öffentlich? Vielen Dank für die Info. Freundliche Grüsse;Alexander
Hallo, dürfen wir auf dem Spielplatz ein kleines Planschbecken aufstellen? Freundliche Grüsse;Alexander
Guten Tag, der Parkplatz mit der Nummer 24 gehört mir, er ist aber meistens besetzt. Das ist etwas mühsam.;Alexander
Hallo, ist es möglich, dass ich einen anderen Parkplatz erhalte, da mein Auto sehr gross ist? Vielen Dank und Freundliche Grüsse;Alexander
Guten Tag, darf auf der Wiese neben dem Spielplatz Fussball gespielt werden? Freundliche Grüsse;Alexander
Hallo, ist es möglich, dass der Rasen neben dem Spielplatz wieder einmal gemäht wird, damit die Kinder besser darauf spielen können? Vielen Dank und Freundliche Grüsse;Alexander
Guten Tag, mein Parkplatz (Nummer 5) ist häufig besetzt, das ist etwas mühsam, vor allem, da ich die Miete immer pünktlich bezahle. Freundliche Grüsse;Alexander
Guten Tag, darf ich mein Motorrad auf einem Parkplatz abstellen? Vielen Dank und Freundliche Grüsse;Alexander
Hallo, ich möchte gerne einen Einstellhallenplatz mieten. Ist das noch möglich? Danke und Freundliche Grüsse;Alexander
Guten Morgen, Ich habe eine Frage zu den Nebenkosten. Ist der Strom und das Wasser bereits in der Miete enthalten oder kommt da noch eine separate Rechnung? Freundliche Grüsse;Brigitte
Guten Tag, ich finde die Nebenkosten zu hoch. Können wir das mal anschauen? Danke und Freundliche Grüsse;Brigitte
Guten Tag, ich kann diesen Monat die Miete nicht bezahlen. Was soll ich tun? Vielen Dank und Freundliche Grüsse;Brigitte
Hallo, ist es möglich, die Miete diesen Monat eine Woche später zu bezahlen, da ich den Lohn später erhalte? Danke für Ihr Verständnis. Freundliche Grüsse;Brigitte
Guten Tag, ist es möglich die Miete für ein Jahr komplett zu bezahlen? Wie ginge es dann mit den Kosten für Wasser etc.? Vielen Dank und Freundliche Grüsse;Brigitte
Hallo, ich würde gerne eine Senkung der Miete beantragen, wie soll ich am besten vorgehen? Vielen Dank und Freundliche Grüsse;Brigitte
Guten Tag, ist es möglich, wenn ich die Miete erst ein 3 Monaten nachbezahle? Das würde mir sehr helfen. Freundliche Grüsse;Brigitte
Hallo, die Miete ist im Vergleich mit ähnlich Wohnobjekten etwas teuer. Kann man da etwas machen? Danke und Gruss;Brigitte
Guten Tag, ich habe ein neues Konto, wie muss ich vorgehen, damit das LSV die Miete nun von dort holt? Freundliche Grüsse;Brigitte
Guten Tag, ich würde die Miete gerne für zwei Monate vorbezahlen. Ist das möglich? Freundliche Grüsse;Brigitte
Hallo, ich kann die Miete diesen Monat leider nicht bezahlen. Was habe ich für Möglichkeiten? Danke und Grüsse;Brigitte
Guten Tag, ist es möglich, die Miete erst in zwei Wochen zu bezahlen? Sorry und danke;Brigitte
Hallo, ich würde gerne die Nebenkosten senken. Vor allem die Kosten für das Wasser finde ich zu hoch. Rufen Sie mich bitte an. Vielen Dank und Freundliche Grüsse;Brigitte
Guten Tag, ist es möglich, die monatlichen Nebenkosten zu erhöhen, damit Ende Jahr nicht mehr so viel nachbezahlt werden muss? Gruss;Brigitte
Guten Tag, bitte senden Sie mir das Formular für das LSV zu. Vielen Dank;Brigitte
Guten Tag, ist es möglich, dass ich die Miete jeweils eine Woche später einzahle? Vielen Dank und Freundliche Grüsse;Brigitte
Guten Tag, ich würde die ausstehenden Rechnungen gerne in Raten bezahlen. Ist das möglich? Freundliche Grüsse;Brigitte
Hallo, können Sie mir bitte Einzahlungsscheine für die Miete senden? Vielen Dank;Brigitte
Guten Tag, ich finde die Mieterhöhung eine Frechheit. Ich bitte Sie, die Miete so zu belassen. Freundliche Grüsse;Brigitte
Hallo, bitte senden Sie mir das Formular für das LSV. Danke!;Brigitte
Guten Tag, ich kann die Miete diesen Monat leider nicht bezahlen. Ich werde dafür nächsten Monat die doppelte Miete bezahlen. Gruss;Brigitte
Guten Tag, ist es möglich, die Miete 3 Monate nicht zu bezahlen und danach diesen ganzen Betrag in Raten abzubezahlen? Freundliche Grüsse;Brigitte
Hallo, ich habe ein paar Fragen zu den Nebenkosten. Bitte rufen Sie mich an. Vielen Dank im Voraus. Freundliche Grüsse;Brigitte
Guten Tag, ich habe gesehen, dass die Miete erhöht wurde. Können Sie dies bitte begründen? Freundliche Grüsse;Brigitte
Guten Tag, die zusätzlichen Nebenkosten waren sehr hoch, kann man da etwas machen? Freundliche Grüsse;Brigitte
